id;id_belanja;detail;harga;satuan
2371;82;Kelas Bisnis : Biak - Medan;18472000;Orang/PP
2372;82;Kelas Bisnis : Biak - Manado;11734000;Orang/PP
2373;82;Kelas Bisnis : Biak - Denpasar;16729000;Orang/PP
2374;82;Kelas Bisnis : Biak - Bandaaceh;18718000;Orang/PP
2375;82;Kelas Bisnis : Biak - Balikpapan;18622000;Orang/PP
2376;82;Kelas Bisnis : Bengkulu - Palembang;2899000;Orang/PP
2377;82;Kelas Bisnis : Batam - Timika ;16119000;Orang/PP
2378;82;Kelas Bisnis : Batam - Surabaya        ;5600000;Orang/PP
2379;82;Kelas Bisnis : Batam - Semarang;7145000;Orang/PP
2380;82;Kelas Bisnis : Batam - Pontianak;7594000;Orang/PP
2381;82;Kelas Bisnis : Batam - Pekanbaru;8707000;Orang/PP
2382;82;Kelas Bisnis : Batam - Padang;8653000;Orang/PP
2383;82;Kelas Bisnis : Batam - Medan;10193000;Orang/PP
2384;82;Kelas Bisnis : Batam - Makassar;10375000;Orang/PP
2385;82;Kelas Bisnis : Batam - Yogyakarta;7370000;Orang/PP
2386;82;Kelas Bisnis : Batam - Jayapura;16782000;Orang/PP
2387;82;Kelas Bisnis : Batam - Denpasar;8450000;Orang/PP
2388;82;Kelas Bisnis : Batam - Banda Aceh;10439000;Orang/PP
2389;82;Kelas Bisnis : Banjarmasin - Timika;16472000;Orang/PP
2390;82;Kelas Bisnis : Banjarmasin - Solo;7498000;Orang/PP
2391;82;Kelas Bisnis : Banjarmasin - Semarang;7498000;Orang/PP
2392;82;Kelas Bisnis : Banjarmasin - Pekanbaru;9049000;Orang/PP
2393;82;Kelas Bisnis : Banjarmasin - Palembang;7498000;Orang/PP
2394;82;Kelas Bisnis : Banjarmasin - Padang;9006000;Orang/PP
2395;82;Kelas Bisnis : Banjarmasin - Medan;10546000;Orang/PP
2396;82;Kelas Bisnis : Banjarmasin - Yogyakarta;7723000;Orang/PP
2397;82;Kelas Bisnis : Banjarmasin - Jayapura;17135000;Orang/PP
2398;82;Kelas Bisnis : Banjarmasin - Denpasar;8792000;Orang/PP
2399;82;Kelas Bisnis : Banjarmasin - Biak;16686000;Orang/PP
2400;82;Kelas Bisnis : Banjarmasin - Batam;8407000;Orang/PP
2401;82;Kelas Bisnis : Banjarmasin - Banda Aceh;10792000;Orang/PP
2402;82;Kelas Bisnis : Bandung - Tanjung Pandan;4439000;Orang/PP
2403;82;Kelas Bisnis : Bandung - Surabaya;4824000;Orang/PP
2404;82;Kelas Bisnis : Bandung - Semarang;3027000;Orang/PP
2405;82;Kelas Bisnis : Bandung - Pekanbaru;6525000;Orang/PP
2406;82;Kelas Bisnis : Bandung - Pangkal Pinang;4599000;Orang/PP
2407;82;Kelas Bisnis : Bandung - Palembang;4385000;Orang/PP
2408;82;Kelas Bisnis : Bandung - Padang;6129000;Orang/PP
2409;82;Kelas Bisnis : Bandung - Yogyakarta;3369000;Orang/PP
2410;82;Kelas Bisnis : Bandung - Jambi;5006000;Orang/PP
2411;82;Kelas Bisnis : Bandung - Jakarta;2064000;Orang/PP
2412;82;Kelas Bisnis : Bandung - Batam;6289000;Orang/PP
2413;82;Kelas Bisnis : Bandar Lampung - Timika;13905000;Orang/PP
2414;82;Kelas Bisnis : Bandar Lampung - Surabaya;6386000;Orang/PP
2415;82;Kelas Bisnis : Bandar Lampung - Solo;4931000;Orang/PP
2416;82;Kelas Bisnis : Bandar Lampung - Semarang;4931000;Orang/PP
2417;82;Kelas Bisnis : Bandar Lampung - Pontianak;5380000;Orang/PP
2418;82;Kelas Bisnis : Bandar Lampung - Pekanbaru;6482000;Orang/PP
2419;82;Kelas Bisnis : Bandar Lampung - Palembang;4931000;Orang/PP
2420;82;Kelas Bisnis : Bandar Lampung - Palangkaraya;5947000;Orang/PP
2421;82;Kelas Bisnis : Bandar Lampung - Padang;6439000;Orang/PP
2422;82;Kelas Bisnis : Bandar Lampung - Manado;11199000;Orang/PP
2423;82;Kelas Bisnis : Bandar Lampung - Makassar;8161000;Orang/PP
2424;82;Kelas Bisnis : Bandar Lampung - Jayapura;14568000;Orang/PP
2425;82;Kelas Bisnis : Bandar Lampung - Denpasar;6236000;Orang/PP
2426;82;Kelas Bisnis : Bandar Lampung - Biak;14119000;Orang/PP
2427;82;Kelas Bisnis : Bandar Lampung - Batam;5840000;Orang/PP
2428;82;Kelas Bisnis : Bandar Lampung - Banjarmasin;6193000;Orang/PP
2429;82;Kelas Bisnis : Banda Aceh - Timika;18504000;Orang/PP
2430;82;Kelas Bisnis : Banda Aceh - Surabaya;10985000;Orang/PP
2431;82;Kelas Bisnis : Banda Aceh - Solo;9530000;Orang/PP
2432;82;Kelas Bisnis : Banda Aceh - Semarang;9530000;Orang/PP
2433;82;Kelas Bisnis : Banda Aceh - Pontianak;9990000;Orang/PP
2434;82;Kelas Bisnis : Banda Aceh - Manado;15798000;Orang/PP
2435;82;Kelas Bisnis : Banda Aceh - Yogyakarta;9765000;Orang/PP
2436;82;Kelas Bisnis : Banda Aceh - Jayapura;19167000;Orang/PP
2437;82;Kelas Bisnis : Banda Aceh - Denpasar;10835000;Orang/PP
2438;82;Kelas Bisnis : Balikpapan - Timika;18408000;Orang/PP
2439;82;Kelas Bisnis : Balikpapan - Surabaya;10889000;Orang/PP
2440;82;Kelas Bisnis : Balikpapan - Semarang;9445000;Orang/PP
2441;82;Kelas Bisnis : Balikpapan - Pekanbaru;10996000;Orang/PP
2442;82;Kelas Bisnis : Balikpapan - Palembang;9445000;Orang/PP
2443;82;Kelas Bisnis : Balikpapan - Padang;10942000;Orang/PP
2444;82;Kelas Bisnis : Balikpapan - Medan;12493000;Orang/PP
2445;82;Kelas Bisnis : Balikpapan - Manado;15702000;Orang/PP
2446;82;Kelas Bisnis : Balikpapan - Jayapura;19071000;Orang/PP
2447;82;Kelas Bisnis : Balikpapan - Denpasar;10739000;Orang/PP
2448;82;Kelas Bisnis : Balikpapan - Batam;10354000;Orang/PP
2449;82;Kelas Bisnis : Balikpapan - Banda Aceh;12739000;Orang/PP
2450;82;Kelas Bisnis : Ambon - Sorong;3637000;Orang/PP
2451;82;Kelas Bisnis : Ambon - Palu;6140000;Orang/PP
2452;82;Kelas Bisnis : Ambon - Makassar;6022000;Orang/PP
2453;82;Kelas Bisnis : Ambon - Kendari;4824000;Orang/PP
2454;82;Kelas Bisnis : Ambon - Jayapura;7434000;Orang/PP
2455;82;Kelas Bisnis : Ambon - Denpasar;8054000;Orang/PP
2456;82;Kelas Bisnis : Jakarta - Timika;13830000;Orang/PP
2457;82;Kelas Bisnis : Jakarta - Ternate;100001000;Orang/PP
2458;82;Kelas Bisnis : Jakarta - Surabaya;5466000;Orang/PP
2459;82;Kelas Bisnis : Jakarta - Semarang;3861000;Orang/PP
2460;82;Kelas Bisnis : Jakarta - Pontianak;4353000;Orang/PP
2461;82;Kelas Bisnis : Jakarta - Pangkal Pinang;3412000;Orang/PP
2462;82;Kelas Bisnis : Jakarta - Palu;9348000;Orang/PP
2463;82;Kelas Bisnis : Jakarta - Padang;5530000;Orang/PP
2464;82;Kelas Bisnis : Jakarta - Medan;7252000;Orang/PP
2465;82;Kelas Bisnis : Jakarta - Manokwari;16226000;Orang/PP
2466;82;Kelas Bisnis : Jakarta - Mamuju;7295000;Orang/PP
2467;82;Kelas Bisnis : Jakarta - Malang;4599000;Orang/PP
2468;82;Kelas Bisnis : Jakarta - Makassar;7444000;Orang/PP
2469;82;Kelas Bisnis : Jakarta - Kendari;7658000;Orang/PP
2470;82;Kelas Bisnis : Jakarta - Yogyakarta;4107000;Orang/PP
2471;82;Kelas Bisnis : Jakarta - Gorontolo;7231000;Orang/PP
2472;82;Kelas Bisnis : Jakarta - Denpasar;5305000;Orang/PP
2473;82;Kelas Bisnis : Jakarta - Biak;14065000;Orang/PP
2474;82;Kelas Bisnis : Jakarta - Bengkulu;4364000;Orang/PP
2475;82;Kelas Bisnis : Jakarta - Batam;4867000;Orang/PP
2476;82;Kelas Bisnis : Jakarta - Banjarmasin;5252000;Orang/PP
2477;82;Kelas Bisnis : Jakarta - Bandar Lampung;2407000;Orang/PP
2478;82;Kelas Bisnis : Jakarta - Banda Acerh;7519000;Orang/PP
2479;82;Kelas Bisnis : Jakarta - Balikpapan;7412000;Orang/PP
2480;82;Kelas Bisnis : Jakarta - Ambon;13285000;Orang/PP
2481;92;Kelas Eksekutif: Bucharest;131701100;Orang/PP
2482;92;Kelas Eksekutif: Bratislava;106162500;Orang/PP
2483;92;Kelas Eksekutif: Vatican;149000000;Orang/PP
2484;92;Kelas Eksekutif: Beograd;153738200;Orang/PP
2485;92;Kelas Eksekutif: Roma;149000000;Orang/PP
2486;92;Kelas Eksekutif: Madrid;154855700;Orang/PP
2487;92;Kelas Eksekutif: Lisbon;138704100;Orang/PP
2488;92;Kelas Eksekutif: Athens;222173900;Orang/PP
2489;92;Kelas Eksekutif: Zagreb;252912600;Orang/PP
2490;92;Kelas Eksekutif: Sarajevo;175492200;Orang/PP
2491;92;Kelas Eksekutif: Oslo;146854400;Orang/PP
2492;92;Kelas Eksekutif: London;17000900;Orang/PP
2493;92;Kelas Eksekutif: Stockholm;147763300;Orang/PP
2494;92;Kelas Eksekutif: Helsinki;149342700;Orang/PP
2495;92;Kelas Eksekutif: Kopenhagen;144470400;Orang/PP
2496;92;Kelas Eksekutif: Frankfurt;11413400;Orang/PP
2497;92;Kelas Eksekutif: Den Haag;122418400;Orang/PP
2498;92;Kelas Eksekutif: Amsterdam;122418400;Orang/PP
2499;92;Kelas Eksekutif: Geneva;121673400;Orang/PP
2500;92;Kelas Eksekutif: Hamburg;148076200;Orang/PP
2501;92;Kelas Eksekutif: Bonn;163080500;Orang/PP
2502;92;Kelas Eksekutif: Berlin;153127300;Orang/PP
2503;92;Kelas Eksekutif: Paris;159787600;Orang/PP
2504;92;Kelas Eksekutif: Marseilles;16166500;Orang/PP
2505;92;Kelas Eksekutif: Brussels;159623700;Orang/PP
2506;92;Kelas Eksekutif: Vienna;15674800;Orang/PP
2507;92;Kelas Eksekutif: Panama;231426800;Orang/PP
2508;92;Kelas Eksekutif: Havana;219059800;Orang/PP
2509;92;Kelas Eksekutif: Meksiko;176147800;Orang/PP
2510;92;Kelas Eksekutif: Lima;123118700;Orang/PP
2511;92;Kelas Eksekutif: Quito;258142500;Orang/PP
2512;92;Kelas Eksekutif: Santiago de Chile;325922600;Orang/PP
2513;92;Kelas Eksekutif: Paramaribo;223768200;Orang/PP
2514;92;Kelas Eksekutif: Caracas;344607200;Orang/PP
2515;92;Kelas Eksekutif: Boenos Aires;342700000;Orang/PP
2516;92;Kelas Eksekutif: Brazilia;244255700;Orang/PP
2517;92;Kelas Eksekutif: Bogota;274145100;Orang/PP
2518;92;Kelas Eksekutif: Washington;22573500;Orang/PP
2519;92;Kelas Eksekutif: Vancouver;162439800;Orang/PP
2520;92;Kelas Eksekutif: Toronto;17507500;Orang/PP
2521;92;Kelas Eksekutif: San Fransisco;200226200;Orang/PP
2522;92;Kelas Eksekutif: Ottawa;182763400;Orang/PP
2523;92;Kelas Eksekutif: New York;225004900;Orang/PP
2524;92;Kelas Eksekutif: Los Angeles;170023900;Orang/PP
2525;92;Kelas Eksekutif: Houston;188261500;Orang/PP
2526;92;Kelas Eksekutif: Chicago;189721700;Orang/PP
2527;75;Golongan C: Riau;1037000;Orang/Hari
2528;76;Golongan B: Sulawesi Selatan;1550000;Orang/Hari
2529;76;Golongan B: Kalimantan Barat;1538000;Orang/Hari
2530;76;Golongan B: Bengkulu;1628000;Orang/Hari
2531;76;Golongan B: Aceh;3526000;Orang/Hari
2532;79;Golongan A: Gorontalo;4168000;Orang/Hari
2533;79;Golongan A: Nusa Tenggara Timur;3000000;Orang/Hari
2534;76;Golongan B: Maluku;3240000;Orang/Hari
2535;76;Golongan B: Sulawesi Tengah;2027000;Orang/Hari
2536;76;Golongan B: Kalimantan Tengah;3391000;Orang/Hari
2537;76;Golongan B: D.K.I. Jakarta;1788000;Orang/Hari
2538;76;Golongan B: Banten;2373000;Orang/Hari
2539;76;Golongan B: Riau;1854000;Orang/Hari
2540;79;Golongan A: Sulawesi Tengah;2309000;Orang/Hari
2541;79;Golongan A: Sulawesi Barat;4076000;Orang/Hari
2542;79;Golongan A: Kalimantan Barat;3654000;Orang/Hari
2543;79;Golongan A: Banten;5725000;Orang/Hari
2544;79;Golongan A: Bengkulu;2140000;Orang/Hari
2545;79;Golongan A: Aceh;4420000;Orang/Hari
2546;75;Golongan C: Kepulauan Riau;1037000;Orang/Hari
2547;75;Golongan C: Aceh;1294000;Orang/Hari
2548;76;Golongan B: Papua Barat;3212000;Orang/Hari
2549;76;Golongan B: Papua;3318000;Orang/Hari
2550;76;Golongan B: Maluku Utara;3175000;Orang/Hari
2551;76;Golongan B: Sulawesi Tenggara;2059000;Orang/Hari
2552;76;Golongan B: Gorontalo;2549000;Orang/Hari
2553;76;Golongan B: Sulawesi Utara;2290000;Orang/Hari
2554;76;Golongan B: Kalimantan Utara;2188000;Orang/Hari
2555;76;Golongan B: Kalimantan Timur;2188000;Orang/Hari
2556;76;Golongan B: Kalimantan Selatan;3316000;Orang/Hari
2557;76;Golongan B: Bali;1946000;Orang/Hari
2558;76;Golongan B: Jawa Timur;1605000;Orang/Hari
2559;76;Golongan B: D.I. Yogyakarta;2695000;Orang/Hari
2560;76;Golongan B: Jawa Tengah;1480000;Orang/Hari
2561;76;Golongan B: Jawa Barat ;2755000;Orang/Hari
2562;76;Golongan B: Bangka Belitung;2838000;Orang/Hari
2563;76;Golongan B: Lampung;2067000;Orang/Hari
2564;76;Golongan B: Sumatera Selatan;3083000;Orang/Hari
2565;76;Golongan B: Sumatera Barat;3332000;Orang/Hari
2566;76;Golongan B: Jambi;3337000;Orang/Hari
2567;76;Golongan B: Kepulauan Riau;1854000;Orang/Hari
2568;76;Golongan B: Sumatera Utara;1518000;Orang/Hari
2569;79;Golongan A: Papua;3859000;Orang/Hari
2570;79;Golongan A: Maluku Utara;3440000;Orang/Hari
2571;79;Golongan A: Maluku;3467000;Orang/Hari
2572;79;Golongan A: Sulawesi Tenggara;2475000;Orang/Hari
2573;79;Golongan A: Sulawesi Selatan;4820000;Orang/Hari
2574;79;Golongan A: Kalimantan Utara;4000000;Orang/Hari
2575;79;Golongan A: Kalimantan Timur;4000000;Orang/Hari
2576;79;Golongan A: Kalimantan Selatan;4797000;Orang/Hari
2577;79;Golongan A: Kalimantan Tengah;4901000;Orang/Hari
2578;79;Golongan A: Bali;4890000;Orang/Hari
2579;79;Golongan A: Jawa Timur;4400000;Orang/Hari
2580;79;Golongan A: D.I. Yogyakarta;5017000;Orang/Hari
2581;79;Golongan A: Jawa Tengah;4242000;Orang/Hari
2582;79;Golongan A: D.K.I. Jakarta;8720000;Orang/Hari
2583;79;Golongan A: Jawa Barat ;5381000;Orang/Hari
2584;79;Golongan A: Bangka Belitung;3827000;Orang/Hari
2585;79;Golongan A: Sumatera Barat;5236000;Orang/Hari
2586;79;Golongan A: Jambi;4000000;Orang/Hari
2587;79;Golongan A: Kepulauan Riau;4275000;Orang/Hari
2588;79;Golongan A: Riau;3820000;Orang/Hari
2589;79;Golongan A: Sumatera Utara;4960000;Orang/Hari
2590;93;Biaya Pencetakan;0;Buah/Kegiatan
2591;93;Biaya Penjilidan;0;Buah/Kegiatan
2592;93;Fotokopi HVS 70 gram;250;Lembar/Eksemplar
2593;94;Biaya Langganan Daya Listrik;0;Unit/Bulan
2594;94;Biaya Langganan Telepon;0;Unit/Bulan
2595;94;Biaya Langganan Air ;0;Unit/Bulan
2596;95;Biaya Bahan Bakar Mesin (BBM), Lainnya ;0;Liter/Unit
2597;96;BHP Kegiatan - ATK Lainnya;0;Buah/Kegiatan
2598;96;Beban Barang Habis Pakai Kegiatan Lainnya;0;Buah/Kegiatan
2599;97;Beban Pengiriman Barang dan Dokumen;0;Buah/Kegiatan
2600;98;Beban Persediaan Obat-Obatan;0;Buah/Kegiatan
2601;99;Beban Remunerasi Pendidik;0;Orang/Bulan
2602;99;Beban Remunerasi Non Pendidik;0;Orang/Bulan
2603;100;PC Workstation;0;Unit
2604;100;Komputer Synergie;0;Unit
2605;100;Komputer Wedis;0;Unit
2606;100;Internet;0;Unit
2607;100;Local Area Network (LAN);0;Unit
2608;100;Mini Komputer;0;Unit
2609;100;Mainframe (Komputer Jaringan);0;Unit
2610;100;Komputer Jaringan Lainnya;0;Unit
2611;101;Server;0;Unit
2612;101;Router;0;Unit
2613;101;Hub;0;Unit
2614;101;Modem;0;Unit
2615;101;Netware Interface External;0;Unit
2616;101;Repeater and Transciever;0;Unit
2617;101;Head Copy Terminal;0;Unit
2618;101;rack Modem;0;Unit
2619;101;Card Punch;0;Unit
2620;101;Head Copy Printer;0;Unit
2621;101;Character Terminal;0;Unit
2622;101;Graphic Terminal;0;Unit
2623;101;Terminal;0;Unit
2624;101;Rak Server;0;Unit
2625;101;Firewall;0;Unit
2626;101;Switch Rak;0;Unit
2627;101;Wanscaller;0;Unit
2628;101;E-Mail Security;0;Unit
2629;101;Client Clearing House;0;Unit
2630;101;CAT 6 Cable;0;Unit
2631;101;Kabel UTP;0;Unit
2632;101;Wireless PCI Card;0;Unit
2633;101;Wireless Access Point;0;Unit
2634;101;Switch;0;Unit
2635;101;Hubbel UTP;0;Unit
2636;101;Acces Point;0;Unit
2637;101;Rackmount;0;Unit
2638;101;KVM Keyboard Video Monitor;0;Unit
2639;101;Mobile Modem GSM/ CDMA;0;Unit
2640;101;Network Cable Tester;0;Unit
2641;101;Jaringan Satpas;0;Unit
2642;101;Peralatan Jaringan Lainnya;0;Unit
2643;102;Card Reader (Peralatan Mainframe);0;Unit
2644;102;Magnetic Tape Unit (Peralatan Mainframe);0;Unit
2645;102;Floppy Disk Unit (Peralatan Mainframe);0;Unit
2646;102;Storage Modul Disk (Peralatan Mainframe);0;Unit
2647;102;Console Unit (Peralatan Mainframe);0;Unit
2648;102;CPU (Peralatan Mainframe);0;Unit
2649;102;Disk Pack (Peralatan Mainframe);0;Unit
2650;102;Hard Copy Console;0;Unit
2651;102;Serial Printer;0;Unit
2652;102;Line Printer;0;Unit
2653;102;Plotter (Peralatan Mainframe);0;Unit
2654;102;Hard Disk;0;Unit
2655;102;Keyboard (Peralatan Mainframe);0;Unit
2656;102;Steamer;0;Unit
2657;102;Data Patch Panel;0;Unit
2658;102;Paper Tape Reader;0;Unit
2659;102;Panaboard;0;Unit
2660;102;Peralatan Mainframe Lainnya;0;Unit
2661;103;CPU (Peralatan Personal Komputer);0;Unit
2662;103;Monitor;0;Unit
2663;103;Printer (Peralatan Personal Komputer);0;Unit
2664;103;Scanner (Peralatan Personal Komputer);0;Unit
2665;103;Plotter (Peralatan Personal Komputer);0;Unit
2666;103;Viewer (Peralatan Personal Komputer);0;Unit
2667;103;External;0;Unit
2668;103;Digitizer (Peralatan Personal Komputer);0;Unit
2669;103;Keyboard (Peralatan Personal Komputer);0;Unit
2670;103;CD Writter;0;Unit
2671;103;DVD Writer;0;Unit
2672;103;Firewire Card;0;Unit
2673;103;Capture Card;0;Unit
2674;103;LAN Card;0;Unit
2675;103;External CD/ DVD Drive (ROM);0;Unit
2676;103;External Floppy Disk Drive;0;Unit
2677;103;External/ Portable Hardisk;0;Unit
2678;103;Peralatan Personal Komputer Lainnya;0;Unit
2679;104;P.C Unit;0;Unit
2680;104;Lap Top;0;Unit
2681;104;Note Book;0;Unit
2682;104;Palm Top;0;Unit
2683;104;Code Breaker Super Komputer;0;Unit
2684;104;Thinclient;0;Unit
2685;104;Net Book;0;Unit
2686;104;Ultra Mobile P.C.;0;Unit
2687;104;Personal Komputer Lainnya;0;Paket
2688;105;Mesin Ketik Manual Portable (11-13 Inci);0;Unit
2689;105;Mesin Ketik Manual Standard (14-16 Inci);0;Unit
2690;105;Mesin Ketik Manual Langewagon (18-27 Inci);0;Unit
2691;105;Mesin Ketik Listrik;0;Unit
2692;105;Mesin Ketik Listrik Potable (11-13 Inci);0;Unit
2693;105;Mesin Ketik Listrik Standard (14-16 Inci);0;Unit
2694;105;Mesin Ketik Listrik Langewagon (18-27 Inci);0;Unit
2695;105;Mesin Ketik Elektronik/Selektrik;0;Unit
2696;105;Mesin Ketik Braille;0;Unit
2697;105;Mesin Phromosons;0;Unit
2698;105;Mesin Cetak Stereo Piper (Braille);0;Unit
2699;105;Mesin Ketik Lainnya;0;Unit
2700;105;Mesin Hitung Manual;0;Unit
2701;105;Mesin Hitung Listrik;0;Unit
2702;105;Mesin Hitung Elektronik/Calculator;0;Unit
2703;105;Mesin Kas Register;0;Unit
2704;105;Abakus (Alat Hitung);0;Unit
2705;105;Blokycs (Mesin Hitung Braille);0;Unit
2706;105;Mesin Penghitung Uang;0;Unit
2707;105;Mesin Pembukuan;0;Unit
2708;105;Mesin Penghitung Kertas/Pita Cukai;0;Unit
2709;105;Mesin Hitung/Mesin Jumlah Lainnya;0;Unit
2710;105;Mesin Stensil Manual Folio;0;Unit
2711;105;Mesin Stensil Manual Double Folio;0;Unit
2712;105;Mesin Stensil Listrik Folio;0;Unit
2713;105;Mesin Stensil Listrik Double Folio;0;Unit
2714;105;Mesin Stensil Spiritus Manual;0;Unit
2715;105;Mesin Stensil Spiritus Listrik;0;Unit
2716;105;Mesin Fotocopy Folio;0;Unit
2717;105;Mesin Fotocopy Double Folio;0;Unit
2718;105;Mesin Fotocopy Electronic;0;Unit
2719;105;Mesin Thermoforn;0;Unit
2720;105;Mesin Fotocopy Lainnya;0;Unit
2721;105;Risograf;0;Unit
2722;105;Alat Reproduksi (Penggandaan) Lainnya;0;Unit
2723;105;Lemari Besi/Metal;0;Unit
2724;105;Lemari Kayu;0;Unit
2725;105;Rak Besi;0;Unit
2726;105;Rak Kayu;0;Unit
2727;105;Filing Cabinet Besi;0;Unit
2728;105;Filing Cabinet Kayu;0;Unit
2729;105;Brandkas;0;Unit
2730;105;Peti Uang/Cash Box/Coin Box;0;Unit
2731;105;Kardex Besi;0;Unit
2732;105;Kardex Kayu;0;Unit
2733;105;Rotary Filling;0;Unit
2734;105;Compact Rolling;0;Unit
2735;105;Buffet;0;Unit
2736;105;Mobile File;0;Unit
2737;105;Locker;0;Unit
2738;105;Roll Opek;0;Unit
2739;105;Tempat Menyimpan Gambar;0;Unit
2740;105;Kontainer;0;Unit
2741;105;Coin Box;0;Unit
2742;105;Lemari Display;0;Unit
2743;105;Water Proof Box;0;Unit
2744;105;Folding Container Box;0;Unit
2745;105;Box Truck;0;Unit
2746;105;Laci Box;0;Unit
2747;105;Lemari Katalog;0;Unit
2748;105;Alat Penyimpan Perlengkapan Kantor Lainnya;0;Unit
2749;105;Tabung Pemadam Api;0;Unit
2750;105;Hydrant;0;Unit
2751;105;Sprinkler;0;Unit
2752;105;Fire Alarm;0;Unit
2753;105;Rambu-Rambu;0;Unit
2754;105;Narkotik Test;0;Unit
2755;105;CCTV - Camera Control Television System;0;Unit
2756;105;Papan Visual/Papan Nama;0;Unit
2757;105;Movitex Board;0;Unit
2758;105;White Board;0;Unit
2759;105;Alat Detektor Uang Palsu;0;Unit
2760;105;Alat Detektor Barang Terlarang/X Ray;0;Unit
2761;105;Copy Board/Elektric White Board;0;Unit
2762;105;Peta;0;Unit
2763;105;Alat Penghancur Kertas;0;Unit
2764;105;Globe;0;Unit
2765;105;Mesin Absensi;0;Unit
2766;105;Dry Seal;0;Unit
2767;105;Fergulator;0;Unit
2768;105;Cream Polisher;0;Unit
2769;105;Mesin Perangko;0;Unit
2770;105;Check Writer;0;Unit
2771;105;Numerator;0;Unit
2772;105;Alat Pemotong Kertas;0;Unit
2773;105;Headmachine Besar;0;Unit
2774;105;Perforator Besar;0;Unit
2775;105;Alat Pencetak Label;0;Unit
2776;105;Overhead Projector;0;Unit
2777;105;Hand Metal Detector;0;Unit
2778;105;Walkman Detector;0;Unit
2779;105;Panel Pameran;0;Unit
2780;105;Alat Pengaman / Sinyal;0;Unit
2781;105;Board Modulux;0;Unit
2782;105;Porto Safe Travel Cose;0;Unit
2783;105;Disk Prime;0;Unit
2784;105;Megashow;0;Unit
2785;105;White Board Electronic;0;Unit
2786;105;Laser Pointer;0;Unit
2787;105;Display;0;Unit
2788;105;Exhauster Form;0;Unit
2789;105;Rubu Mujayyab;0;Unit
2790;105;Electric Dumper;0;Unit
2791;105;Mesin Teraan;0;Unit
2792;105;Mesin Laminating;0;Unit
2793;105;Penangkal Petir;0;Unit
2794;105;Stempel Timbul/Bulat;0;Unit
2795;105;Lampu-lampu Kristal;0;Unit
2796;105;LCD Projector/Infocus;0;Unit
2797;105;Flip Chart;0;Unit
2798;105;Binding Machine;0;Unit
2799;105;Softboard;0;Unit
2800;105;Alat Perekam Suara (Voice Pen);0;Unit
2801;105;Acces Control System;0;Unit
2802;105;Intruction Detector;0;Unit
2803;105;Monitor Panel With Mimic Board;0;Unit
2804;105;Panic Button System, Alarm Indicator;0;Unit
2805;105;Pintu Elektrik (yang Memakai Akses);0;Unit
2806;105;Focusing Screen/Layar LCD Projector;0;Unit
2807;105;Alat Detektor Barang Terlarang;0;Unit
2808;105;Proyector Spider Bracket;0;Unit
2809;105;Papan Gambar;0;Unit
2810;105;Bel;0;Unit
2811;105;Electric Pressing Machine;0;Unit
2812;105;Encapsulator (Jarasonic welder);0;Unit
2813;105;Deacidificator Unit (Non Aquas);0;Unit
2814;105;Full Automatic Leaf Caster;0;Unit
2815;105;Conservation Tools;0;Unit
2816;105;Board Stan;0;Unit
2817;105;Vacum Freeze Dry Chamber;0;Unit
2818;105;Kotak Surat;0;Unit
2819;105;Gembok;0;Unit
2820;105;Compact Hand Projector;0;Unit
2821;105;Alat Sidik Jari;0;Unit
2822;105;Alat Penghancur Jarum;0;Unit
2823;105;Walkthrough/ Portal Metal Detector;0;Unit
2824;105;Handheld Trace Detector;0;Unit
2825;105;Alat Deteksi Pita Cukai Palsu/ Video Spectral Comparator;0;Unit
2826;105;Mesin Packing/ Starpping Machine;0;Unit
2827;105;Television Control Operasional Lift;0;Unit
2828;105;Mesin Antrian;0;Unit
2829;105;Papan Pengumuman;0;Unit
2830;105;Mesin Fogging;0;Unit
2831;105;Teralis;0;Unit
2832;105;Alat Penerjemah;0;Unit
2833;105;Perkakas Kantor Lainnya;0;Unit
2834;105;Alat Kantor Lainnya;0;Unit
2835;106;Sterilisator;0;Unit
2836;106;Minor Surgical Set (Alat Kedokteran Umum);0;Unit
2837;106;Diagnostik Set;0;Unit
2838;106;Stetoscope (Alat Kedokteran Umum);0;Unit
2839;106;Tensimeter;0;Unit
2840;106;Wickham;0;Unit
2841;106;Head Lamp (Alat Kedokteran Umum);0;Unit
2842;106;Waskom;0;Unit
2843;106;Timbangan Badan (Alat Kedokteran Umum);0;Unit
2844;106;Timbangan Bayi;0;Unit
2845;106;Kocher;0;Unit
2846;106;Metal Chatheeter;0;Unit
2847;106;Sluf Zone;0;Unit
2848;106;Anaromische Pinset;0;Unit
2849;106;Chirurgical Pinset;0;Unit
2850;106;Naalvoeder;0;Unit
2851;106;Arteriklem;0;Unit
2852;106;Instrumen Cabinet;0;Unit
2853;106;Agraat;0;Unit
2854;106;Gunting Bengkok;0;Unit
2855;106;Gunting Lurus;0;Unit
2856;106;Lemari Steriil;0;Unit
2857;106;Air Viva;0;Unit
2858;106;Alat Ganti YKBS;0;Unit
2859;106;Ambubag;0;Unit
2860;106;Tabung 02;0;Unit
2861;106;Aplanation Termometer;0;Unit
2862;106;Autoclave Table;0;Unit
2863;106;Automatic Chart Proyektor;0;Unit
2864;106;Automatic Spray Gonometer;0;Unit
2865;106;Bak Catheter;0;Unit
2866;106;Bak Instrument (Stainles,Kaca,Email);0;Unit
2867;106;Bak Korentang (Stainles);0;Unit
